"card","elo","mainboard","pickrate","picks","mainboards"
"02090581-61aa-4348-ad57-451be8ee91c2","1458","0","0.19402985074626866","13","0"
"16cd0b90-f70c-4efa-b252-8de8784ef9a3","1436","1","0.12","12","5"
"43985bbc-a0f6-4812-984e-392bc8562633","818","0","0.03636363636363636","4","0"
"900ca697-ad38-4b2b-bc74-2ff7eb6ea951","1340","1","0.13978494623655913","13","4"
"8a3ad2ef-8bcb-40c0-85de-f03328c2b644","1144","0.2727272727272727","0.1553398058252427","48","3"
"b76d1ae6-ad1d-4bac-b4c3-2e03e0e84d9b","1002","0","0.03937007874015748","5","0"
"f9db72dc-9a5b-48a4-a86e-7464d9a2166a","1134","1","0.1111111111111111","16","3"
"bbfb3e4a-b389-4391-8141-13b68c0ef2e0","1658","1","0.21052631578947367","24","9"
"2cce7250-f8f9-4c0a-87b1-ba3c5b8ed6b3","962","0.4","0.13194444444444445","19","2"
"92eed395-62ca-4293-882b-8565c40daab5","1412","0","0.08695652173913043","8","0"
"8d11aa49-d4cd-48b1-aa0f-8548fa733416","958","0","0.06097560975609756","10","0"
"3015882b-4897-4d2c-8e33-6731c85a0d03","1414","0.375","0.12413793103448276","18","3"
"699b192c-f3f2-4ac5-9ca9-e35bcf08ad8a","892","1","0.05925925925925926","8","1"
"78f9c223-9982-4282-a496-a6f892f0a5bf","904","0","0","0","0"
"b83a3ba0-249e-4c39-bbf0-cb005413f7d2","1172","0.875","0.12658227848101267","20","7"
"16052b52-ade1-406f-a06b-ce7ea607fb63","1194","1","0.07142857142857142","9","4"
"2bb2eda7-3b38-4c56-870f-c3218a1056f5","1548","1","0.14893617021276595","14","3"
"f8e17f4f-080d-4bba-bd05-ca27e94ccecc","1218","0.3333333333333333","0.11235955056179775","20","3"
"27e0948b-9916-473b-8d8c-a51bdfbc7457","1794","1","0.2621359223300971","27","2"
"060209fa-4b7d-4e08-bf8b-8759bba5641b","1344","1","0.13636363636363635","15","3"
"f5896356-5744-4f7e-a4e5-1cc36dde5958","1350","0.9411764705882353","0.1638418079096045","29","16"
"22a78443-db21-4656-b38a-e3e3186fd94b","912","0","0.05172413793103448","6","0"
"05e6b243-48a6-4a42-bc5f-413441de9c33","1474","1","0.1751412429378531","31","9"
"de2440de-e948-4811-903c-0bbe376ff64d","1068","1","0.07142857142857142","5","1"
"dd4cf149-2fae-40e5-b50b-639f6bcec65e","1176","0.14285714285714285","0.11173184357541899","20","1"
"3f3b2c10-21f8-4e13-be83-4ef3fa36e123","1524","1","0.11382113821138211","14","6"
"a044474a-cd72-4e9d-bd8d-a08f2de9cdc0","1436","0.5714285714285714","0.18888888888888888","17","4"
"393e5331-4456-4ba3-b410-bb630bb053db","980","1","0.060109289617486336","11","4"
"7d881c57-0bd9-4c57-aa4a-b10808b86143","1024","1","0.08080808080808081","8","3"
"fc0707c7-d504-4ccf-a0d2-3eb6e26e7a57","1344","1","0.09333333333333334","7","3"
"d85aa59b-c6aa-4b2f-885c-59d6e5e6e8b9","814","0","0.06018518518518518","13","0"
"acee1d16-1651-4e2c-8138-cc6456c4ee71","1236","1","0.13953488372093023","18","5"
"b01e698b-608a-4fc7-8073-b01d044743ec","860","0","0.058394160583941604","8","0"
"025939a0-424a-41bf-8fc9-2ef9ea5485f7","1268","0.6","0.09815950920245399","16","3"
"34f83b7a-45a7-40a8-abcb-31d7aae4cea1","1126","0","0.10096153846153846","21","0"
"02598a35-1b11-4abe-89cd-fc44c8c36c15","1098","0.6","0.12021857923497267","22","6"
"69e12b1f-0fd9-43a9-b3db-fe08290442c6","1044","0.125","0.18888888888888888","51","2"
"cc187110-1148-4090-bbb8-e205694a39f5","1466","1","0.1375","11","2"
"324824cb-f938-401c-b9b5-d8908b431ef0","1324","1","0.11607142857142858","13","3"
"fdd46004-eaba-4024-8687-39b23dc6a58c","972","0","0.07377049180327869","9","0"
"0355249a-8e4e-41db-9cea-1b901faffbe6","1192","0.045454545454545456","0.15162454873646208","42","1"
"8fcf50cd-e6d0-4516-850f-d42ee75dcc3a","1378","1","0.1702127659574468","24","4"
"63c1ac21-e3d8-40c2-8c09-3f31c52992ef","812","0","0.03888888888888889","7","0"
"2068185c-1b50-47d0-aa3f-bf505d199428","766","1","0.015748031496062992","2","1"
"158a6225-a246-4fd6-aa57-0df8067b4383","1162","0","0.10714285714285714","9","0"
"112322ad-8f66-4cd4-98a1-f425d61a69ce","1264","1","0.07291666666666667","7","2"
"29737a60-3ebd-40d9-b935-c4f54b90d45d","1644","1","0.17757009345794392","19","8"
"1b704798-0c69-4c18-ac7e-42933ce90028","1292","1","0.07518796992481203","10","7"
"caa02547-66e3-4e27-a2d3-5e94f3e7a069","958","1","0.08227848101265822","13","4"
"3407eb6e-b74d-4159-a801-d7163937953c","1222","0.2608695652173913","0.19169329073482427","60","6"
"6591a589-deb4-462f-a4f1-f6261f3433c3","1188","0.4","0.15151515151515152","25","2"
"bddf8f4a-3149-4dd6-a9e5-7747e7e45a1c","584","0","0.022857142857142857","4","0"
"97652492-7906-4d79-983c-fa1dc1239eba","1150","0","0.1165644171779141","19","0"
"86ef6474-613f-41fb-931c-d4279b03ed99","1198","1","0.12041884816753927","23","4"
"33d405ea-7a9a-4970-b70f-9c05d90dd6f0","1138","1","0.06474820143884892","9","3"
"0f41cefc-d6ff-4db7-ba35-502b7e081de1","1378","1","0.16339869281045752","25","8"
"68418069-f615-40ef-ae0d-764192acae00","1120","0","0.10679611650485436","22","0"
"7fd7457a-388d-4cca-a7cf-86b4ea922037","924","0.1111111111111111","0.14184397163120568","40","1"
"4d6120d6-fcce-40bc-9fc6-e1f5beb6c728","1186","0.6923076923076923","0.09947643979057591","19","9"
"1c747fe2-289e-492a-a846-aa77707e2dc3","1148","0.6666666666666666","0.05660377358490566","12","6"
"8a2e53f9-8100-488f-8504-b59e9bd1cc29","866","0.6","0.0755813953488372","13","3"
"ae7604bb-4818-45a3-960c-cf3d83f15964","1380","0.5714285714285714","0.20430107526881722","19","4"
"c7fa1dda-9312-4ec8-82cd-a1ba7bc33497","1540","1","0.19230769230769232","25","4"
"3e057471-e415-4105-9064-8236a0a5047d","1522","0.6","0.08196721311475409","10","3"
"0accfb04-bc8b-4cab-997a-2337ac42db8f","1434","0.7","0.18235294117647058","31","7"
"6587a463-a108-4854-b6d1-944e89b8c8a4","1476","1","0.12857142857142856","9","3"
"efc12fda-054b-466a-a863-06cf54878172","1510","1","0.19248826291079812","41","11"
"a145ff8c-5812-4bcb-bd16-9839dc25121d","774","0","0.050314465408805034","8","0"
"299fc083-0834-4064-8344-f895aff68867","1080","1","0.09","9","5"
"91c380f6-2c41-48b7-9f07-104e8659e397","1148","1","0.06936416184971098","12","3"
"f5420901-b5e6-4d54-b3e8-5f45e37f1fab","1240","0.7142857142857143","0.17938931297709923","47","10"
"67d60b24-d429-4ded-90d9-06e49f28c396","1104","0","0.08860759493670886","7","0"
"f9d3b046-0b95-4103-a630-4b3fb88bb60b","1298","1","0.10638297872340426","10","5"
"aa1a6646-c1e6-4bff-9092-43ee3e137914","1020","1","0.07894736842105263","9","3"
"fda61506-ed79-47fd-badd-639185297913","1350","0.23076923076923078","0.14124293785310735","25","3"
"a6708b11-1bcd-4208-a967-fe91f2e3313c","1304","1","0.06976744186046512","9","4"
"9d5917d5-4fb3-4f37-9278-e08c1f73aae5","1206","0.5384615384615384","0.15298507462686567","41","7"
"4fc5f871-a809-4a4a-adfb-eb4cd52837c8","594","1","0.0223463687150838","4","1"
"ea5103f5-27e0-4eb1-902c-7f34652d6bf3","1450","1","0.16666666666666666","12","2"
"2993dc7d-723d-4a9b-94bd-4bb02a9f7243","1454","0.5","0.13385826771653545","17","3"
"397b9dcf-690a-4a58-8637-bb9baab7cc2f","908","0","0.05263157894736842","8","0"
"5ade11c0-41dd-4b6a-9f5b-c5903a3a0d7f","984","0","0.05454545454545454","9","0"
"a984db23-40ea-428d-829f-e944267280f8","1104","0.4","0.07971014492753623","11","2"
"5f15125e-ae89-471e-b055-226a783bc7c1","1228","0.625","0.1388888888888889","25","5"
"aa959340-c869-4caa-92c7-572bd8d23eef","830","1","0.014285714285714285","2","1"
"7fd61a18-6e4f-40c5-aa00-3d101ec1ec82","812","0","0.025","4","0"
"22e3cf1d-3559-4ce1-954c-8dc815342979","950","1","0.08","10","1"
"b2e950fb-cb7e-40a0-a311-5bbdd0477b29","912","0","0.061452513966480445","11","0"
"abbcb153-0763-44c6-964f-b4ff0eb64257","1360","1","0.10344827586206896","12","9"
"bf0b252d-1295-44e4-bac3-113b5732a2a9","1210","1","0.06790123456790123","11","3"
"0efb0d7e-dea0-4817-a243-15066e9ef333","1336","0.5714285714285714","0.04519774011299435","8","4"
"215c287d-56a5-46da-b49e-8524b6d320a4","1094","0","0.0763888888888889","11","0"
"0c952586-e522-4982-bebd-96f1db73053d","790","0","0.046875","6","0"
"a806f4ee-f48a-46c3-8772-5aaabebe4c7e","1148","1","0.08284023668639054","14","1"
"c55909d3-1f67-4a4a-9d53-8513d6cf96d8","1318","1","0.11061946902654868","25","9"
"5f627e45-deee-4a4f-8128-57b0d8ebc553","788","0","0.04375","7","0"
"721eb5a2-d7cf-4db0-8013-ef3f596c52a5","712","0","0.03932584269662921","7","0"
"ab655810-f67e-4576-9174-35b16f5e3235","1194","0","0.03787878787878788","5","0"
"8785f42f-87b9-4a0a-89ce-ea423649ba9c","860","1","0.06422018348623854","7","1"
"55eca80c-dcd8-4c2f-aa0f-fb0aec7b80f7","1156","0.5","0.09580838323353294","16","3"
"c640654c-487e-4a2c-aced-126ed835b78f","1126","0.25","0.1069182389937107","17","1"
"cada3481-cc2b-4412-b9b5-0436af53aad2","956","1","0.06329113924050633","10","3"
"a699c663-8131-4045-9265-a83e86609374","1202","1","0.1610738255033557","24","1"
"2f533667-e29b-4bec-897a-e7a9eee08314","1194","1","0.1797752808988764","16","3"
"d0ee5bdc-2b69-4b73-9a20-ffcc18783b29","1346","1","0.15315315315315314","17","5"
"4f819ba4-52ef-4fdd-8e4c-5ae3b2f44db5","1198","0.42857142857142855","0.08396946564885496","11","3"
"52159875-354c-47f9-bb1c-cd65395fcc68","838","0.5","0.0425531914893617","8","1"
"d12e5ce0-5705-4c35-9a93-b883db52c80c","856","1","0.04929577464788732","7","1"
"51d9564b-44fc-4de1-9119-09d7b4089378","856","1","0.05343511450381679","7","1"
"594f6881-c059-46f8-aa4e-7151d502de73","1084","1","0.09782608695652174","9","3"
"2fda4fe7-8b0c-489c-a000-6d358e614e34","1374","1","0.09278350515463918","9","1"
"88bef744-550e-4f33-b1ff-a8ee990ec754","1052","0.25","0.050724637681159424","7","1"
"cb70a360-898e-443a-b053-38e35ea2baa2","780","0.1111111111111111","0.12449799196787148","31","1"
"89aa65d9-2502-40b0-90b6-b25a8e9f6155","1374","1","0.1984732824427481","26","1"
"42208fea-8c24-451f-861d-6d70c0a7a502","1306","1","0.18478260869565216","34","5"
"c7aecca5-2f67-4245-ab2d-e723d8b23a67","924","0","0.04065040650406504","5","0"
"50330e48-db74-4c5f-a0bc-f9a8607e8f31","1072","0.16666666666666666","0.08808290155440414","17","1"
"cac55e46-b730-4569-b92c-a4b5922fc20c","1780","0","0.2875","23","0"
"437b2dab-15e0-4b9a-a204-58622d37a3b3","1538","1","0.14705882352941177","15","8"
"c9b82110-7dfd-4617-9399-9510be449043","890","1","0.06299212598425197","8","2"
"d3a0b660-358c-41bd-9cd2-41fbf3491b1a","1682","0.8","0.21153846153846154","22","8"
"5d86a59a-ba1f-45f7-b829-dca6f9f3e624","1352","0.75","0.183206106870229","48","6"
"ac10d218-f9a6-4058-9cda-a15ca1b0b7b5","1222","1","0.027972027972027972","4","3"
"74d3277a-38e5-4732-afed-084a56148f20","1652","1","0.2619047619047619","11","3"
"7359e82b-db79-488d-a1d4-75a00f12a4cf","1536","0","0.16883116883116883","26","0"
"956381ba-6d37-4a8a-846c-bad79222dbee","1338","1","0.1839080459770115","16","4"
"ab26fbe2-e808-48b9-8d0d-3fbb6c3d554f","1094","1","0.075","6","1"
"d0ade00d-a496-441d-9b7e-7dc033d3292c","1200","1","0.04081632653061224","6","3"
"fd74f8eb-0253-42dd-8277-186d4934da38","1384","1","0.104","13","3"
"63e596a2-9126-4af6-8782-c38687d664ad","1146","0.5","0.09392265193370165","17","3"
"ac641490-ca14-48d7-8cc4-b69ce984befa","1776","1","0.16279069767441862","14","8"
"3620ab8f-b693-4225-bb96-5ca3cb3fa465","1166","0.5714285714285714","0.11458333333333333","22","4"
"8ab7358e-a0f5-4220-8769-25177237bcdf","812","0","0.08290155440414508","16","0"
"b3b00911-ece7-4484-bc36-f211ce72b6cc","1272","0.5","0.1464968152866242","23","2"
"66f28905-c7fc-4ada-8fa0-199626d9bedb","1080","1","0.07228915662650602","6","1"
"4c6a0c30-b547-4eff-8ff4-0ca25803c076","1206","0","0.14035087719298245","8","0"
"35807c14-4647-482f-9ba1-6d640fd5e8d8","1542","1","0.22330097087378642","23","9"
"fbf9f8c5-849f-45d5-8129-5fc683c21a04","1054","1","0.12087912087912088","11","1"
"b3a81bb1-cbd5-41a0-8dd4-faea06593f84","1446","0.625","0.2617801047120419","50","5"
"1b355139-4891-436c-9079-0ce17ecc2d65","792","1","0.057803468208092484","10","1"
"0c016ccc-a341-4b76-87ba-69c639d2746d","930","0","0.046153846153846156","6","0"
"f161111d-9747-47b3-bb10-3c8bded32e21","820","1","0.022388059701492536","3","2"
"ed85fa82-e4fa-434b-92a8-36b6075708d1","2020","1","0.4339622641509434","23","4"
"e7aee670-e6ac-4b3a-b3d1-7b7013db8f3d","1436","0.75","0.1452991452991453","17","6"
"0ca233f4-1b7f-4807-ab6e-2b1f5439b3db","1100","0.25","0.09615384615384616","15","1"
"9cf99129-f51a-4418-a8cc-8ca2992b17fa","1164","0.5","0.07317073170731707","15","2"
"1dae6f39-2cbd-485c-b190-017a26401fd4","1208","0.5714285714285714","0.11258278145695365","17","4"
"56148ae7-a9df-4771-8d53-d9ffb815c884","1234","1","0.11450381679389313","15","3"
"376ee366-e082-402f-b4db-6592fcfcacd2","2024","1","0.43103448275862066","25","13"
"f3c5978a-70fa-431f-933b-b954bd0db0ea","1796","1","0.29310344827586204","17","3"
"e1de0c94-0ecc-425a-9b92-27c2745d07e7","1332","1","0.125","23","3"
"75d56a0a-2f64-4e80-b83e-85942d3e6dd7","1356","0.5","0.13471502590673576","26","3"
"51f091a7-9b0b-4362-8e9c-c174752f369b","1482","1","0.13725490196078433","14","7"
"3a310554-3f69-4158-bb94-9d6965c7125a","1314","1","0.14814814814814814","12","3"
"917f2b4b-79ec-4ded-b4c8-cbcf363cb23b","1182","0.75","0.08080808080808081","16","3"
"037355be-71e7-4866-80a6-80352c304970","1188","0.25","0.10344827586206896","15","1"
"45f1e957-09f0-4d46-8e32-238f26060a87","980","0","0.049689440993788817","8","0"
"c5acf2a5-40f4-433d-a74d-1cb56c521464","1508","1","0.1267605633802817","9","1"
"5ea675aa-88d6-4387-a14d-e606fa9c3aec","1570","0.7272727272727273","0.22","22","8"
"ec2b3779-55f7-4169-aa66-6312fb52721f","1094","0.75","0.08241758241758242","15","3"
"0d6b89dc-23fb-48e9-a54b-cea2838ae7c8","1224","1","0.14","14","2"
"5a46ad2a-35b1-4dd5-b7c3-fec36b7c67ab","714","0","0.03333333333333333","6","0"
"f2f165b6-ef0a-42ad-9352-ba68be8248b0","1500","0.7272727272727273","0.22641509433962265","36","8"
"63afc3d1-7653-476e-838f-fc18d4a62a21","1516","1","0.23636363636363636","26","6"
"8291543f-d086-48aa-b2b7-5481ca8c9198","1222","1","0.109375","14","5"
"2c63e4e1-89d2-4bc6-a232-94e75c4b1c8a","1844","1","0.3492063492063492","22","8"
"f759d112-76db-4091-a22b-b9f19ab6fa5f","1312","1","0.12844036697247707","14","3"
"069f6530-e65c-4d52-85f3-e0a2acd148c5","1112","1","0.1130952380952381","19","5"
"df317532-7d36-40fd-938f-e972749c8792","1526","1","0.11475409836065574","14","6"
"f413a83d-a40d-434c-b20a-4c707c0527fa","1076","1","0.05660377358490566","9","4"
"119d719d-e965-45b4-9bc9-ac03211b10c2","1550","0.7142857142857143","0.07317073170731707","12","5"
"2e5e0abd-38a6-46ca-b922-556db52f1332","1574","0.8461538461538461","0.1937984496124031","25","11"
"16e015b2-f8a3-4b1a-80be-58a8f5fb5e8c","1448","1","0.12244897959183673","12","7"
"d21a89eb-7c5b-459a-acc7-12b20b13bf79","1546","1","0.20689655172413793","12","5"
"8c52bd39-0586-48ca-b263-17210cf9feb6","1262","1","0.08208955223880597","11","7"
"69bc2afd-9f53-47f2-b9c8-f12732784e10","1232","1","0.11023622047244094","14","3"
"d71cd08e-3e84-41ff-b9db-9e343c0af6b4","1484","1","0.1794871794871795","14","2"
"cb027150-848c-4a66-88ad-e20222304dd8","1446","1","0.1044776119402985","7","1"
"464c0150-3dbc-403b-9ada-fef25ab1f29d","1416","1","0.20155038759689922","26","3"
"3d6fa57a-aa53-4b5c-b8af-a7612c823117","952","0","0.03571428571428571","4","0"
"e80772e2-8623-4094-81a2-70828b2b151c","1252","1","0.08108108108108109","9","3"
"37108cd4-bbab-4ce3-9ed6-f60e8422e703","1670","1","0.3018867924528302","16","6"
"4457ed35-7c10-48c8-9776-456485fdf070","1348","1","0.15584415584415584","12","2"
"6d194882-ca37-49bb-ac9f-a751c53850a8","1636","0.75","0.1926605504587156","21","9"
"98492d7d-3b9e-4ae1-ac45-1b508d6d2670","1486","0.2727272727272727","0.18518518518518517","30","3"
"d683d985-9888-4d21-8b5f-69e69ce4a03b","1560","1","0.25892857142857145","29","7"
"301d1d8e-d3fc-4010-8b29-4724fa0b31cd","1026","0","0.10185185185185185","11","0"
"e018773f-95b3-49a3-9674-6f04ddef2092","1272","1","0.0594059405940594","6","3"
"82004860-e589-4e38-8d61-8c0210e4ea39","1398","0","0.1","3","0"
"dab520d0-20b4-4273-ba6b-eb07f85ea433","1352","1","0.11650485436893204","12","5"
"d0209d3f-3f7e-4fd5-bce5-10bce6f29c86","2148","1","0.46511627906976744","20","12"
"c718911c-c955-4eb9-9e16-be4bd49a4e4e","1354","0","0.1095890410958904","8","0"
"0677f49e-f8bf-4349-af52-2ccde9287c2e","2270","1","0.43373493975903615","36","13"
"a7950edb-5670-46fd-a30e-0fe888a5a32b","1098","0","0.04411764705882353","6","0"
"5089ec1a-f881-4d55-af14-5d996171203b","2154","1","0.4857142857142857","17","5"
"6ad8011d-3471-4369-9d68-b264cc027487","1966","1","0.43478260869565216","20","6"
"d5ed1233-df87-4b90-8918-13922ec95249","1972","1","0.42857142857142855","15","2"
"7f89c0ee-b914-406c-8a3f-98424a52ae14","872","0","0.02040816326530612","2","0"
"d2bcff58-7a8a-46ef-b6b3-39501d4c8e6e","1076","0.4444444444444444","0.14130434782608695","26","4"
"ca4b6689-04ee-4227-9bdc-cb5a9590c745","1222","1","0.15135135135135136","28","7"
"64bf8929-f5f2-4d50-8667-13b1d007bcfc","860","0","0.061946902654867256","7","0"
"fb81f95c-70f8-4eb7-8d15-15d0ae23ec03","1254","0","0.11940298507462686","8","0"
"840119bf-e60f-4ff7-9c9b-d420d09df545","934","0.5","0.06134969325153374","10","2"
"c18013e4-0b99-44e3-a2b2-027ace68723a","1358","1","0.1258741258741259","18","4"
"47f75e25-8a52-4452-a3a8-bf1bd00942d1","956","1","0.08928571428571429","15","5"
"08cb8a30-9cb4-4517-bee5-8848aa60d1a2","1162","0","0.10416666666666667","10","0"
"216a2a92-9ca3-4ca3-8af7-686c13b04290","666","0.2","0.062146892655367235","11","1"
"9ea747cf-5d04-4aa7-bdc3-8145860cd1ba","1120","0","0.18357487922705315","38","0"
"d51831b1-7394-456e-a1de-6787a59f5932","982","0.5714285714285714","0.0949367088607595","15","4"
"792e1072-00bf-4f63-b956-5f20cdf09f11","814","0","0.04316546762589928","6","0"
"37688720-03de-4eca-a82d-a0afe8d58adc","1154","1","0.0625","4","3"
"aaadfe41-b2be-4183-b45e-a70e53a59d2e","1110","0","0.075","6","0"
"213fbbdd-f1bc-4bba-9124-7b26e9a706c8","1508","1","0.13740458015267176","18","9"
"07c82cde-f00d-4454-9df4-9286e344c9bb","1202","0.7","0.15","27","7"
"3a59c882-8bb8-49ba-862f-125020dd5bec","1146","0","0.17518248175182483","24","0"
"b33656ae-3473-4223-845f-f9147f87678b","1194","0.2222222222222222","0.0979381443298969","19","2"
"08d80efc-9542-4ba2-824c-c8615d8d07f2","1132","0.3333333333333333","0.17553191489361702","33","3"
"04e5e84f-8fd4-43ab-8f9d-5b24646f7ae5","1224","0.25","0.12807881773399016","26","3"
"1962d9b3-f057-4d2c-9c5b-386d9a66148a","1130","0.25","0.047619047619047616","5","1"
"3a198a16-17b9-481e-b516-5bc945c7e247","1474","0.6428571428571429","0.19444444444444445","28","9"
"ddd649f4-dbaf-48ec-8ff7-95581257772d","1250","0.375","0.14583333333333334","14","3"
"eea18c55-8695-4ba1-9b38-3e7638692f5f","1458","1","0.08653846153846154","9","5"
"81f06f84-1580-43c0-89d5-08d34541a519","1142","0","0.14285714285714285","17","0"
"f7156897-2b02-4ecd-868d-d4d59244e9ed","1142","0","0.07777777777777778","7","0"
"cf0799f3-ef64-4fcc-924a-5265e52c9727","1216","0.5714285714285714","0.09090909090909091","11","4"
"656afde2-cdf3-4907-a0fc-7ac93f5d3e03","1432","0.6666666666666666","0.20491803278688525","25","6"
"ddc7f59a-bbb1-4ba1-82c8-6813fd191940","1298","0.2857142857142857","0.11627906976744186","15","2"
"5277a68e-1ceb-4b40-8e10-3d0564f5d7be","1110","0","0.11403508771929824","13","0"
"3c22e031-4804-4c31-bd3c-c3f29d456b34","1304","0.5","0.1171875","15","3"
"6e760cfe-45b9-4a3f-b2e2-4ca6ec2bd13a","1212","1","0.09174311926605505","10","6"
"f2fcef65-4873-4b1f-a257-b8648097c990","1238","0.5","0.0970873786407767","10","1"
"fac42229-4f5f-4d04-85dd-5031d4e435aa","1040","0","0.043859649122807015","5","0"
"1b5e6560-ff2e-4475-96cb-63f64c8a86db","882","0","0.028846153846153848","3","0"
"94f0a572-e91c-4b56-a5d1-6cbbeabd210d","1340","1","0.13114754098360656","16","6"
"ccfb8b4d-651c-418a-aa19-cb23105b3f2f","1304","1","0.21393034825870647","43","18"
"5b5bf1fa-6502-4790-b66b-f0f8504ebc7c","1090","0","0.06611570247933884","8","0"
"cd11c27b-9368-4622-bc5a-2e0b993cc42b","1734","0","0.24390243902439024","20","0"
"6579bb00-3886-447b-a265-3e72e98bbe2c","1126","0.6666666666666666","0.11976047904191617","20","4"
"f5f4dd28-f4ae-4d39-b9b8-6ebfd63c93fe","1178","0.5","0.10483870967741936","13","3"
"2bd111bb-ce02-414c-b5b7-e0e037d8d96b","952","0","0.05194805194805195","4","0"
"6f8a4998-35c7-4e30-a9e7-7d4ec933238a","1116","0","0.10666666666666667","8","0"
"b3d81980-76f2-44e2-b1c9-01e30c726312","886","0","0.02631578947368421","2","0"
"fbe61f74-1b3c-4e12-8758-7029872c9ff1","1228","1","0.07407407407407407","6","3"
"a91a3266-cadd-47a0-9b20-160307f14c07","1446","1","0.17391304347826086","16","3"
"52c3fe55-74ee-44cb-b62b-dc6c5dfdc33e","1178","0.35714285714285715","0.13709677419354838","17","5"
"3b1f8108-6911-49e9-8f78-f950bb58cb6c","1360","0.6","0.10144927536231885","7","3"
"26d3a818-7faf-443a-a6bd-9773edaedf17","1156","1","0.075","6","3"
"8a9525f4-74a6-44f0-a1b1-d57937d7783b","1590","0.7","0.296875","19","7"
"7739311a-682b-48a6-8db2-c07f44141751","1432","0.14285714285714285","0.1476510067114094","22","2"
"bdbde5d0-f5e4-44da-b27c-b4ad6f374cc9","1258","0","0.12903225806451613","8","0"
"ebf7ce9b-9e5e-4557-9e28-76556997f0ee","1474","0.6666666666666666","0.21428571428571427","15","6"
"fd547632-a29a-4dad-a9da-155882391815","1042","0","0.06896551724137931","6","0"
"52f0dcbd-ccf3-4525-8e55-2d38b4991834","1270","0.75","0.14285714285714285","12","9"
"f627e125-15af-4e53-b34e-82b60e4ec87b","1310","0.625","0.1702127659574468","16","5"
"f74c4d96-bc4a-4d32-9519-a753d192144e","1220","0","0.06976744186046512","3","0"
"6b2e6a51-b9e6-4848-b7d7-98f02f2b897f","1106","0.2727272727272727","0.11570247933884298","14","3"
"d81285b7-a718-411a-8be3-ecc0cfe0bcb0","1110","1","0.04918032786885246","3","3"
"4b8856f8-3cd1-450c-a71b-eb0026e8e179","1410","0.7272727272727273","0.14285714285714285","12","8"
"03d32ace-dd99-48c6-bcae-9b915d041aef","1542","0.6153846153846154","0.24752475247524752","25","8"
"1bc44216-4e06-4f66-89b7-5c327004604e","772","0","0.012195121951219513","1","0"
"b081352b-d17b-4031-bbcc-c5c02cbfa6b6","1290","1","0.07142857142857142","3","3"
"cfd60d1f-9832-4408-b84e-0fd3018b015b","1330","0.5","0.10526315789473684","6","3"
"4bc79fb3-81bb-42ed-9bbb-93f8cede3094","1290","0.3","0.17857142857142858","15","3"
"3d21f710-6bbc-41ae-a8e5-02debe3e02bd","1182","0","0.12162162162162163","9","0"
"f0d1636e-6f80-44fe-869a-1749ab249815","986","0","0.058823529411764705","3","0"
"51b55057-8b14-4277-894b-4813b4f7eb39","890","0","0","0","0"
"ecd8d7f4-7b11-4097-afc0-ef3c81edd90c","1336","1","0.13636363636363635","9","6"
"59dbc873-72d9-4e7b-9442-2c7b8e8523e1","1182","0","0.13043478260869565","12","0"
"2f70f1bb-29fa-4abb-afc2-653acd0a08b9","1506","1","0.15217391304347827","7","5"
"981298e6-ddee-49c0-9377-f47f019b4138","1318","1","0.15","9","6"
"b99ada26-9a61-4175-9fb8-15a106960220","1656","0.6470588235294118","0.28169014084507044","20","11"